escenario,diseno_ciclo,semilla,verde_s,fase,direccion,carril,tipo,spawn_s,cruce_s,demora_total_s,idle_time_s,prt_gastado_s
AMBER,CONSTANTE,42,10.0,Este-Oeste,right,1,bike,83.967,91.817,7.85,0.0,0.0
AMBER,CONSTANTE,42,10.0,Este-Oeste,left,1,bus,81.917,91.983,10.067,0.0,0.0
AMBER,CONSTANTE,42,10.0,Norte-Sur,up,1,bike,54.317,98.3,43.983,36.15,3.0
AMBER,CONSTANTE,42,10.0,Norte-Sur,up,2,bike,72.733,98.35,25.617,20.25,1.5
AMBER,CONSTANTE,42,10.0,Norte-Sur,down,2,bike,82.95,98.35,15.4,9.5,1.5
AMBER,CONSTANTE,42,10.0,Norte-Sur,down,1,bike,84.983,98.35,13.367,5.233,1.5
AMBER,CONSTANTE,42,10.0,Norte-Sur,up,1,bus,55.333,100.283,44.95,33.567,3.0
AMBER,CONSTANTE,42,10.0,Norte-Sur,down,2,truck,86.0,100.35,14.35,5.867,1.5
AMBER,CONSTANTE,42,10.0,Norte-Sur,up,1,car,62.5,102.35,39.85,30.067,3.0
AMBER,CONSTANTE,42,10.0,Norte-Sur,down,2,bus,88.05,102.55,14.5,5.433,1.5
