escenario,diseno_ciclo,semilla,verde_s,fase,direccion,carril,tipo,spawn_s,cruce_s,demora_total_s,idle_time_s,prt_gastado_s
AMBER,EXTENDIDO,42,10.0,Norte-Sur,up,1,car,108.083,136.333,28.25,15.517,1.5
AMBER,EXTENDIDO,42,10.0,Norte-Sur,down,1,bus,118.3,136.983,18.683,5.183,1.5
AMBER,EXTENDIDO,42,10.0,Norte-Sur,down,2,truck,111.15,137.317,26.167,13.033,1.5
AMBER,EXTENDIDO,42,10.0,Norte-Sur,up,1,car,112.167,138.333,26.167,12.933,1.5
AMBER,EXTENDIDO,42,10.0,Norte-Sur,down,2,car,120.333,138.883,18.55,7.417,1.5
AMBER,EXTENDIDO,42,10.0,Norte-Sur,up,1,car,125.417,139.15,13.733,0.0,0.0
AMBER,EXTENDIDO,42,10.0,Norte-Sur,down,1,bus,122.367,139.317,16.95,2.6,1.5
AMBER,EXTENDIDO,42,10.0,Norte-Sur,down,1,bike,123.383,140.2,16.817,5.633,3.0
AMBER,EXTENDIDO,42,10.0,Este-Oeste,right,1,car,117.283,146.417,29.133,18.667,1.5
AMBER,EXTENDIDO,42,10.0,Este-Oeste,right,2,bus,115.233,146.45,31.217,16.617,1.5
AMBER,EXTENDIDO,42,10.0,Este-Oeste,left,1,bus,124.4,146.45,22.05,7.95,1.5
AMBER,EXTENDIDO,42,10.0,Este-Oeste,right,1,bus,131.467,148.55,17.083,3.567,1.5
AMBER,EXTENDIDO,42,10.0,Este-Oeste,left,2,car,140.467,148.567,8.1,0.0,0.0
AMBER,EXTENDIDO,42,10.0,Este-Oeste,right,2,bus,119.317,148.767,29.45,14.033,1.5
AMBER,EXTENDIDO,42,10.0,Este-Oeste,right,2,bus,127.45,151.1,23.65,7.383,1.5
AMBER,EXTENDIDO,42,10.0,Este-Oeste,right,1,truck,137.467,151.967,14.5,0.0,0.0
AMBER,EXTENDIDO,42,10.0,Este-Oeste,right,2,car,128.45,152.733,24.283,10.417,3.0
AMBER,EXTENDIDO,42,10.0,Este-Oeste,left,1,bike,142.467,153.217,10.75,0.0,0.0
AMBER,EXTENDIDO,42,10.0,Este-Oeste,left,2,bus,143.467,154.233,10.767,0.0,0.0
AMBER,EXTENDIDO,42,10.0,Este-Oeste,right,2,bike,135.467,154.4,18.933,5.9,1.5
AMBER,EXTENDIDO,42,10.0,Este-Oeste,left,2,bike,147.467,155.833,8.367,0.0,0.0
