escenario,diseno_ciclo,semilla,verde_s,fase,direccion,carril,tipo,spawn_s,cruce_s,demora_total_s,idle_time_s,prt_gastado_s
AMBER,EXTENDIDO,42,10.0,Este-Oeste,left,1,bus,78.483,87.7,9.217,0.0,0.0
AMBER,EXTENDIDO,42,10.0,Este-Oeste,left,2,bus,77.467,88.85,11.383,2.583,1.5
AMBER,EXTENDIDO,42,10.0,Este-Oeste,right,1,bus,75.433,88.933,13.5,3.8,1.5
AMBER,EXTENDIDO,42,10.0,Este-Oeste,right,1,bike,83.617,91.467,7.85,0.0,0.0
AMBER,EXTENDIDO,42,10.0,Este-Oeste,left,1,bus,81.55,91.617,10.067,0.0,0.0
AMBER,EXTENDIDO,42,10.0,Norte-Sur,up,1,bike,54.0,98.3,44.3,36.467,3.0
AMBER,EXTENDIDO,42,10.0,Norte-Sur,up,2,bike,72.367,98.35,25.983,20.617,1.5
AMBER,EXTENDIDO,42,10.0,Norte-Sur,down,2,bike,82.6,98.35,15.75,9.85,1.5
AMBER,EXTENDIDO,42,10.0,Norte-Sur,down,1,bike,84.633,98.35,13.717,5.583,1.5
AMBER,EXTENDIDO,42,10.0,Norte-Sur,up,1,bus,55.017,100.283,45.267,33.9,3.0
AMBER,EXTENDIDO,42,10.0,Norte-Sur,down,2,truck,85.65,100.35,14.7,6.217,1.5
AMBER,EXTENDIDO,42,10.0,Norte-Sur,up,1,car,62.167,102.35,40.183,30.417,3.0
AMBER,EXTENDIDO,42,10.0,Norte-Sur,down,2,bus,87.717,102.55,14.833,5.783,1.5
AMBER,EXTENDIDO,42,10.0,Norte-Sur,up,1,car,70.333,104.35,34.017,23.75,3.0
AMBER,EXTENDIDO,42,10.0,Norte-Sur,down,2,truck,95.883,105.9,10.017,0.0,0.0
AMBER,EXTENDIDO,42,10.0,Norte-Sur,up,1,car,79.5,106.367,26.867,16.067,1.5
AMBER,EXTENDIDO,42,10.0,Este-Oeste,right,2,bike,86.683,114.4,27.717,18.783,1.5
AMBER,EXTENDIDO,42,10.0,Este-Oeste,left,1,car,92.817,114.4,21.583,12.867,1.5
AMBER,EXTENDIDO,42,10.0,Este-Oeste,right,1,truck,89.75,114.433,24.683,13.517,1.5
AMBER,EXTENDIDO,42,10.0,Este-Oeste,right,1,bike,90.767,116.033,25.267,16.55,3.0
AMBER,EXTENDIDO,42,10.0,Este-Oeste,left,1,car,93.833,116.417,22.583,13.333,1.5
AMBER,EXTENDIDO,42,10.0,Este-Oeste,right,2,bus,101.983,116.417,14.433,1.9,1.5
AMBER,EXTENDIDO,42,10.0,Este-Oeste,right,2,truck,104.017,117.517,13.5,0.0,0.0
AMBER,EXTENDIDO,42,10.0,Este-Oeste,right,1,car,91.783,118.083,26.3,16.333,3.0
AMBER,EXTENDIDO,42,10.0,Este-Oeste,left,1,car,94.867,118.417,23.55,13.817,1.5
AMBER,EXTENDIDO,42,10.0,Este-Oeste,left,1,car,99.95,120.433,20.483,10.233,1.5
AMBER,EXTENDIDO,42,10.0,Este-Oeste,left,1,car,100.967,122.45,21.483,10.717,1.5
AMBER,EXTENDIDO,42,10.0,Este-Oeste,left,2,bike,116.267,123.2,6.933,0.0,0.0
AMBER,EXTENDIDO,42,10.0,Este-Oeste,right,2,bike,113.2,123.6,10.4,0.0,0.0
AMBER,EXTENDIDO,42,10.0,Norte-Sur,up,2,bike,105.033,130.417,25.383,19.667,1.5
AMBER,EXTENDIDO,42,10.0,Norte-Sur,up,1,car,80.533,130.433,49.9,38.6,3.0
AMBER,EXTENDIDO,42,10.0,Norte-Sur,down,1,truck,96.9,130.45,33.55,21.983,1.5
AMBER,EXTENDIDO,42,10.0,Norte-Sur,down,2,truck,98.933,130.45,31.517,20.783,1.5
AMBER,EXTENDIDO,42,10.0,Norte-Sur,up,2,car,106.05,132.317,26.267,19.517,1.5
AMBER,EXTENDIDO,42,10.0,Norte-Sur,up,1,car,88.733,132.433,43.7,31.9,3.0
AMBER,EXTENDIDO,42,10.0,Norte-Sur,down,1,truck,103.0,132.65,29.65,17.367,1.5
AMBER,EXTENDIDO,42,10.0,Norte-Sur,down,2,bus,109.117,132.65,23.533,12.217,1.5
AMBER,EXTENDIDO,42,10.0,Norte-Sur,up,1,bike,97.917,134.333,36.417,25.333,3.0
AMBER,EXTENDIDO,42,10.0,Norte-Sur,up,2,car,114.217,134.333,20.117,12.85,1.5
AMBER,EXTENDIDO,42,10.0,Norte-Sur,down,1,car,107.067,134.55,27.483,17.033,1.5
AMBER,EXTENDIDO,42,10.0,Norte-Sur,down,2,bus,110.133,134.983,24.85,12.683,1.5
AMBER,EXTENDIDO,42,10.0,Norte-Sur,up,2,truck,126.433,136.15,9.717,0.0,0.0
